ENGINE_LOAD,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,Short Term Fuel Trim Bank 1,MAF,SPEED,THROTTLE_POS,TIMING_ADVANCE
65.5,1393.0,55.0,1.6,13.16,53.0,30.6,65.9
63.5,1470.0,54.0,0.8,13.69,56.0,31.0,66.7
47.1,1565.0,38.0,3.9,10.81,58.0,29.4,70.2
46.7,1554.0,47.0,3.9,10.99,56.0,29.4,70.2
48.2,1534.0,18.0,3.1,10.73,55.0,29.4,69.8
17.6,1438.0,45.0,0.0,3.84,48.0,20.8,61.2
16.1,823.0,48.0,3.9,4.42,40.0,20.4,67.8
66.3,1366.0,65.0,-3.1,13.55,45.0,31.0,65.5
75.3,1570.0,61.0,-8.6,17.17,52.0,32.5,65.9
71.4,1774.0,51.0,-3.1,18.92,57.0,32.9,67.1
60.8,1912.0,20.0,-7.0,17.2,52.0,32.2,68.6
17.3,1563.0,54.0,0.0,3.99,46.0,21.6,63.1
68.6,1712.0,56.0,-6.2,17.37,55.0,32.5,67.5
66.7,1849.0,57.0,0.0,18.85,58.0,32.9,67.8
57.6,1933.0,19.0,-3.9,16.21,52.0,31.8,69.0
80.0,1756.0,70.0,6.2,20.09,54.0,33.7,66.7
80.8,1820.0,47.0,3.1,21.67,56.0,34.1,66.3
40.0,1795.0,35.0,0.0,8.74,52.0,25.1,72.2
18.4,1684.0,46.0,3.1,4.38,53.0,22.0,63.1
52.5,1798.0,45.0,-0.8,13.88,56.0,31.0,70.2
18.4,1872.0,18.0,6.2,5.47,52.0,26.3,69.4
18.0,1694.0,45.0,5.5,4.47,50.0,22.0,63.1
51.0,1644.0,49.0,-3.1,12.6,48.0,30.2,69.4
13.7,1605.0,20.0,0.0,3.76,35.0,21.6,74.9
21.2,1120.0,53.0,-5.5,3.58,36.0,18.8,57.3
58.0,1257.0,34.0,3.1,10.12,40.0,24.7,64.7
38.0,1582.0,31.0,-2.3,8.99,52.0,27.5,72.2
40.8,1910.0,20.0,0.8,11.42,58.0,29.8,72.2
19.2,1861.0,19.0,0.0,5.32,47.0,23.1,63.1
17.6,1584.0,35.0,4.7,4.39,49.0,22.0,62.7
42.4,1637.0,50.0,-1.6,10.3,50.0,28.6,71.8
57.3,1688.0,48.0,-3.9,14.29,51.0,31.0,69.0
18.0,1692.0,20.0,0.0,4.63,34.0,22.0,76.5
19.2,956.0,36.0,3.1,2.88,9.0,19.6,63.1
40.4,792.0,32.0,2.3,4.52,0.0,20.4,52.9
43.9,920.0,45.0,2.3,6.63,6.0,26.3,54.1
18.4,2464.0,47.0,-1.6,6.49,23.0,24.7,64.7
62.0,2054.0,50.0,-6.2,19.02,32.0,32.9,68.2
59.2,2787.0,46.0,-2.3,24.92,39.0,34.5,71.0
63.1,2144.0,50.0,-4.7,19.98,47.0,33.3,68.6
59.6,2378.0,51.0,0.0,21.59,51.0,33.7,70.6
74.1,2586.0,20.0,1.6,28.96,56.0,35.7,69.0
46.7,1866.0,46.0,0.0,16.17,58.0,31.8,74.1
59.2,1683.0,66.0,7.0,16.07,53.0,32.5,69.4
60.4,1860.0,53.0,-3.1,17.03,58.0,32.2,68.6
81.2,2123.0,65.0,-3.1,25.65,68.0,35.3,67.5
79.6,2285.0,62.0,-3.9,27.13,73.0,35.7,68.2
71.4,2461.0,58.0,2.3,26.53,77.0,34.9,69.8
20.0,2317.0,20.0,0.0,6.84,63.0,25.5,63.5
40.0,2114.0,80.0,6.2,16.74,67.0,32.5,72.9
100.0,2261.0,81.0,2.3,35.29,71.0,38.4,67.1
91.0,2383.0,21.0,-3.9,10.03,61.0,26.3,65.5
19.6,2018.0,66.0,-0.8,6.12,68.0,29.8,63.1
77.6,2326.0,20.0,1.6,27.08,72.0,35.3,68.2
19.2,2226.0,21.0,0.0,6.49,33.67243525896414,24.7,63.5
18.8,1367.0,20.0,3.9,3.87,29.0,20.8,60.4
18.4,938.0,28.0,13.3,2.11,22.0,18.0,67.8
41.6,779.0,36.0,0.0,3.77,10.0,20.0,58.4
47.1,696.0,20.0,3.9,6.92,8.0,27.5,55.3
14.9,900.0,50.0,0.0,4.26,13.0,22.0,62.4
56.5,1557.0,60.0,-3.1,13.0,22.0,29.8,74.1
72.5,2053.0,63.0,1.6,11.256157120272407,28.0,34.1,67.8
80.8,1458.0,67.0,-10.9,17.63,36.0,32.9,63.5
82.7,1915.0,65.0,-7.8,23.5,45.0,34.5,66.3
79.6,2292.0,58.0,-0.8,27.21,48.0,35.7,68.2
82.4,1678.0,67.0,2.3,20.32,53.0,33.7,65.9
81.6,2143.0,43.0,-3.1,26.39,70.0,35.3,67.5
41.2,1506.438032627222,42.0,6.2,14.74,73.0,31.0,73.3
18.4,2219.0,20.0,0.0,6.1,62.0,24.3,76.9
71.0,1855.0,47.0,7.0,19.89,58.0,33.7,67.5
18.4,1907.0,18.0,0.0,5.11,51.0,23.1,63.5
81.6,1754.0,28.0,7.0,21.43,57.0,33.7,66.3
18.4,1720.0,19.0,3.1,4.52,25.0,21.6,63.5
51.0,799.0,88.0,4.7,3.91,23.0,20.4,60.4
100.0,1282.0,81.0,0.0,21.5,38.0,37.3,52.2
91.8,1650.0,74.0,-6.2,22.46,33.67243525896414,34.9,63.1
78.0,2109.0,38.0,-3.9,22.2,68.0,32.9,67.5
49.0,2299.0,39.0,-1.6,17.05,70.0,32.2,72.2
19.2,2212.0,19.0,0.0,6.29,57.0,24.7,63.5
18.8,1271.0,32.0,11.7,3.44,20.0,20.0,61.2
41.6,797.0,36.0,3.9,4.55,4.0,20.8,54.9
43.5,1503.0,40.0,0.0,8.58,16.0,25.9,61.2
48.6,1825.0,47.0,-1.6,13.02,25.0,30.6,63.8636053593179
54.1,2323.0,33.0,-3.9,18.66,33.0,32.5,71.0
60.8,1688.0,55.0,-3.1,14.97,40.0,31.4,68.6
19.2,1740.0,49.0,3.9,4.91,44.0,27.8,60.8
59.2,1495.0,50.0,2.3,13.04,48.0,30.6,67.8
57.3,1621.0,20.0,0.8,13.98,49.0,31.0,69.0
20.8,1001.0,31.0,0.0,3.14,33.67243525896414,18.0,63.5
38.4,779.0,35.0,-7.0,4.26,0.0,20.4,52.5
41.2,807.0,38.0,-2.3,4.82,3.0,21.2,53.7
45.9,1819.0,21.0,-3.9,10.72,17.0,29.0,61.6
46.3,1703.0,37.0,3.1,11.38,27.0,29.4,71.4
42.4,2343.0,21.0,-5.5,15.68,31.0,31.8,73.7
62.4,1537.0,67.0,-6.2,14.54,37.0,31.4,69.0
81.6,1902.0,78.0,3.9,23.42,40.0,34.5,66.7
94.9,1669.0,77.0,2.3,23.98,55.0,35.7,62.0
82.7,2129.0,63.0,0.0,25.0,64.0,34.9,67.5
42.0,764.0,79.0,3.9,4.58,21.0,23.5,67.1
79.2,2114.0,46.0,-5.5,25.0,50.0,35.3,67.5
18.8,2485.0,45.0,4.7,7.17,52.0,25.9,63.9
52.9,1781.0,19.0,0.0,14.04,51.0,27.5,70.2
40.8,660.0,44.0,-0.8,3.67,8.0,20.4,52.9
42.7,732.0,33.0,5.5,4.58,0.0,21.2,50.2
49.8,895.0,58.0,0.8,9.96,10.0,29.4,52.9
19.6,1715.0,60.0,-1.6,4.2,33.67243525896414,20.8,62.7
79.6,1906.0,29.0,-5.5,26.56,33.0,36.1,67.5
62.7,1696.0,52.0,-10.9,15.29,36.0,31.8,68.6
21.2,1928.0,45.0,0.0,5.63,33.0,23.9,73.7
53.7,1825.0,46.0,5.5,14.72,42.0,31.4,69.8
49.8,2384.0,20.0,-0.8,18.22,48.0,32.5,72.5
43.5,2382.0,37.0,6.2,15.65,53.0,31.8,73.3
42.7,2657.0,20.0,-3.9,17.39,56.0,32.2,74.5
19.2,2728.0,18.0,0.0,7.99,55.0,26.7,64.3
18.4,925.0,34.0,6.2,3.92,4.0,20.4,65.5
45.5,775.0,47.0,7.0,4.63,9.0,21.2,55.3
51.0,1947.0,50.0,0.0,15.45,18.0,31.8,70.2
69.0,1832.0,56.0,-7.0,19.43,32.0,33.3,67.8
20.4,1932.0,67.0,3.1,15.11,38.0,32.2,63.1
78.0,2005.0,53.0,0.0,23.77,45.0,34.5,67.1
73.7,1521.0,63.0,-4.7,16.92,50.0,32.5,65.9
73.3,1681.0,61.0,-0.8,18.46,54.0,32.9,67.1
52.9,1919.0,46.0,-3.9,15.33,60.0,31.4,69.8
48.6,2171.0,20.0,0.0,7.06,64.0,24.3,71.4
50.2,1830.0,69.0,2.3,13.89,59.0,31.0,70.6
79.6,2026.0,51.0,-3.1,24.68,64.0,34.9,67.1
48.2,2155.0,20.0,2.3,13.25,62.0,30.2,70.6
18.8,1890.0,18.0,9.4,4.45,58.0,21.6,63.5
63.9,1590.0,38.0,0.8,14.95,59.0,31.4,67.8
18.0,1507.0,55.0,1.6,3.83,54.0,21.6,62.4
78.8,1254.0,90.0,10.2,16.12,49.0,32.9,63.5
100.0,1378.0,91.0,6.2,22.59,52.0,37.3,53.7
63.5,1554.0,21.0,0.0,5.0,55.0,21.2,58.0
21.6,1140.0,44.0,1.6,3.76,22.0,19.2,57.6
60.8,1248.0,58.0,3.9,12.73,41.0,31.0,68.6
25.5,872.0,23.0,-2.3,4.45,28.0,21.6,67.5
21.2,1264.0,64.0,2.3,3.94,22.0,20.4,58.8
78.0,1147.0,67.0,-3.1,13.04,29.0,31.4,59.2
79.6,2068.0,46.0,-7.8,24.38,47.0,34.9,67.5
24.7,2270.0,26.0,0.0,8.61,43.0,25.9,77.3
18.8,2105.0,32.0,9.4,6.15,40.0,26.7,67.8
41.2,1992.0,40.0,-1.6,13.69,42.0,31.0,71.8
44.7,2102.0,20.0,0.0,14.06,33.0,26.7,71.4
19.6,1173.0,35.0,-0.8,3.47,9.0,18.4,60.4
74.5,986.0,70.0,-3.1,10.91,23.0,30.2,57.3
78.8,2279.0,63.0,-5.5,27.99,39.0,35.7,67.8
20.4,2463.0,47.0,-3.1,13.58,41.0,32.2,63.9
19.2,1999.0,33.0,0.0,5.93,37.0,23.9,76.5
34.5,1755.0,20.0,4.7,9.08,31.0,27.5,73.3
20.0,1259.0,33.0,10.9,3.59,12.0,19.2,59.6
54.9,1321.0,67.0,-1.6,11.13,19.0,29.8,62.4
80.8,1987.0,40.0,1.6,24.83,30.0,35.3,66.3
85.1,1564.0,77.0,2.3,20.26,40.0,34.1,64.7
92.2,2143.0,73.0,-6.2,30.15,53.0,36.9,65.9
84.7,2703.0,34.0,3.1,12.19,54.0,27.1,67.8
38.0,2692.0,19.0,-4.7,15.49,48.0,31.4,76.5
19.6,2228.0,20.0,0.0,6.51,44.0,25.1,63.1
46.7,2516.0,21.0,-4.7,17.63,48.0,32.5,73.3
16.9,1450.0,29.0,4.7,3.6,12.0,21.2,64.3
36.1,809.0,35.0,-3.1,4.01,0.0,20.0,56.1
63.5,1088.0,24.0,0.0,10.61,16.0,29.0,51.4
58.8,1350.0,66.0,-3.9,13.84,26.0,31.0,69.0
54.9,1868.0,50.0,0.0,16.92,43.0,32.2,69.8
56.1,2553.0,46.0,2.3,21.49,56.0,33.7,71.4
54.1,2757.0,43.0,-0.8,22.79,57.0,34.1,72.2
20.4,1911.0,28.0,-0.8,8.86,56.0,27.1,77.3
17.3,1448.0,23.0,7.0,3.86,32.0,20.8,62.0
68.6,1585.0,67.0,-2.3,15.73,41.0,32.5,69.8
83.9,2570.0,65.0,0.8,33.29,53.0,36.9,67.8
84.7,1785.0,71.0,-10.2,22.95,54.0,34.5,65.1
85.9,1802.0,20.0,-2.3,22.98,50.0,34.9,65.5
18.4,1544.0,38.0,3.9,3.97,40.0,21.2,62.7
52.9,1378.0,45.0,3.1,10.6,49.0,29.4,67.8
51.8,1748.0,33.0,-4.7,13.48,60.0,30.6,69.8
34.5,2094.0,21.0,1.6,10.99,61.0,29.4,73.3
19.6,1697.0,22.0,3.9,4.63,30.0,22.0,62.4
93.3,1405.0,76.0,-3.9,19.55,48.0,34.5,59.2
88.6,1869.0,72.0,2.3,25.1,62.0,35.7,65.1
78.4,2098.0,21.0,-5.5,24.85,47.0,34.9,67.5
20.4,1186.0,43.0,-0.8,3.82,28.0,18.4,60.4
48.6,945.0,72.0,-1.6,6.3,33.0,25.5,60.0
80.4,1492.0,69.0,-4.7,17.97,50.0,32.9,64.3
85.1,1754.0,68.0,-2.3,22.17,57.0,34.5,64.7
87.5,1961.0,73.0,-1.6,25.52,62.0,35.7,66.3
86.7,2095.0,71.0,-8.6,27.38,65.0,36.1,66.7
87.8,2322.0,70.0,-6.2,31.2,75.0,36.5,67.5
19.2,2631.0,21.0,4.7,7.93,75.0,26.3,78.8
30.2,844.0,46.0,-2.3,3.42,23.0,19.2,52.9
91.0,1252.0,76.0,3.1,17.42,33.0,34.1,58.4
38.8,1687.0,28.0,0.0,9.9,36.0,30.2,72.2
16.9,1647.0,31.0,3.1,4.2,30.0,21.6,63.1
18.0,1366.0,26.0,13.3,3.67,15.0,20.4,62.0
52.9,1540.0,67.0,5.5,16.16,29.0,31.8,61.6
79.2,2758.0,43.0,0.0,33.52,39.0,36.9,67.8
49.4,2012.0,26.0,-7.0,15.06,46.0,31.4,70.2
18.4,2287.0,20.0,0.0,6.54,40.0,25.1,63.5
19.2,1527.0,35.0,4.7,3.75,9.0,20.4,62.7
43.1,775.0,40.0,-0.8,4.75,11.0,21.2,51.8
47.1,1014.0,66.0,-3.9,7.95,14.0,25.9,63.1
71.8,1295.0,44.0,-7.0,14.06,19.0,31.4,62.7
16.9,1338.0,20.0,2.3,3.5,16.0,19.6,62.0
17.3,1398.0,21.0,9.4,3.82,17.0,20.8,63.1
18.0,1426.0,22.0,15.6,3.9,12.0,21.2,62.7
35.7,781.0,36.0,-5.5,3.87,0.0,20.4,57.3
29.0,2187.0,50.0,7.8,6.45,15.0,23.1,71.8
76.5,1402.0,20.0,-0.8,16.45,10.0,32.5,62.0
33.3,820.0,43.0,2.3,3.37,1.0,25.9,51.8
21.2,1605.0,49.0,3.1,11.04,3.0,29.8,58.0
83.9,1375.0,21.0,-1.6,18.93,18.0,33.7,51.8
81.2,1688.0,60.0,-0.8,18.53,38.0,32.9,63.5
82.7,1987.0,46.0,-1.6,24.16,43.0,35.3,66.3
56.9,1491.0,28.0,6.2,12.58,47.0,30.2,67.5
17.3,1543.0,32.0,0.0,4.03,45.0,21.2,63.1
67.5,1564.0,61.0,5.5,16.04,52.0,32.2,66.7
71.8,1954.0,41.0,1.6,20.57,58.0,33.7,67.5
52.9,1593.0,38.0,4.7,10.21,57.0,28.6,66.7
43.1,1550.0,46.0,6.2,9.58,56.0,28.2,71.0
55.7,1551.0,64.0,5.5,15.22,60.0,31.8,68.6
42.0,1637.0,32.0,4.7,8.91,61.0,27.5,70.6
45.5,1718.0,19.0,0.0,13.56,64.0,30.6,74.9
52.5,1754.0,18.0,-3.1,13.59,61.0,30.6,69.8
17.3,1628.0,20.0,0.0,4.17,54.0,22.4,63.1
20.0,1214.0,24.0,9.4,3.3,28.0,18.0,73.7
34.5,831.0,76.0,-0.8,4.21,20.0,20.0,54.5
100.0,2174.0,83.0,2.3,33.67,34.0,38.4,65.9
20.0,2097.0,58.0,-3.1,5.72,54.0,27.8,60.8
20.8,1802.0,50.0,3.1,4.32,53.0,22.0,68.6
47.1,1772.0,19.0,-7.8,10.2,49.0,29.0,70.6
18.0,1424.0,29.0,8.6,3.58,20.0,20.4,62.7
38.4,803.0,68.0,6.2,6.44,27.0,27.5,54.1
78.0,2462.0,23.0,-1.6,30.07,36.0,36.1,68.2
100.0,1808.0,98.0,9.4,27.6,42.0,36.9,60.8
17.3,1516.0,30.0,4.7,3.59,21.0,20.4,73.7
36.9,790.0,67.0,2.3,5.97,29.0,28.6,54.5
20.4,2437.0,52.0,3.9,6.73,40.0,24.7,70.6
43.1,2068.0,20.0,-7.0,12.43,46.0,29.4,71.0
17.3,1754.0,18.0,0.0,4.69,51.0,22.4,76.1
36.5,909.0,33.0,-1.6,4.02,22.0,20.4,52.2
40.4,778.0,32.0,3.1,4.37,13.0,20.8,55.3
57.3,931.0,56.0,-3.9,11.43,23.0,30.2,59.6
62.7,2237.0,54.0,-1.6,22.58,33.0,35.3,69.0
70.6,1744.0,65.0,-4.7,18.36,43.0,34.1,67.1
17.6,1664.0,55.0,3.1,4.05,45.0,21.6,62.7
58.8,1534.0,41.0,-5.5,12.48,48.0,30.2,67.5
55.3,1648.0,52.0,0.0,14.36,33.67243525896414,31.0,69.0
17.6,1713.0,21.0,0.0,4.63,44.0,22.4,63.5
39.2,790.0,32.0,3.1,4.21,7.0,20.4,56.1
65.9,1343.0,55.0,-3.1,13.46,17.0,30.6,62.0
17.3,1655.0,62.0,-0.8,23.53,30.0,34.9,63.5
19.2,2498.0,52.0,6.2,6.7,34.0,25.1,68.2
56.5,1753.0,27.0,1.6,13.47,29.0,30.6,69.0
55.7,1975.0,26.0,-3.1,18.35,21.0,32.9,69.0
83.9,2042.0,66.0,-3.9,25.63,34.0,35.3,66.7
19.6,2380.0,79.0,2.3,6.97,40.0,27.1,63.1
98.0,2043.0,64.0,-0.8,30.06,45.0,37.3,63.9
91.4,2247.0,45.0,-2.3,29.75,46.0,36.5,68.2
49.8,1522.0,47.0,3.1,10.82,44.0,28.2,69.0
42.0,1466.0,19.0,4.7,6.76,43.0,21.6,70.2
18.0,1385.0,20.0,16.4,4.21,41.0,20.8,62.7
20.4,1345.0,50.0,14.1,3.63,41.0,20.8,61.2
58.4,1369.0,63.0,10.2,11.17,45.0,29.0,67.1
16.1,1451.0,30.0,7.0,3.56,18.0,20.8,75.3
39.2,795.0,35.0,-3.9,4.07,0.0,20.4,56.5
100.0,1303.0,59.0,0.8,24.26,17.0,36.9,59.2
65.9,1682.0,70.0,-7.0,15.84,29.0,31.8,67.8
19.6,2402.0,76.0,-3.1,6.45,40.0,24.3,75.3
100.0,2173.0,78.0,0.0,39.14,50.0,42.7,63.5
75.7,2106.0,43.0,2.3,20.72,63.0,32.2,65.9
18.0,1651.0,20.0,0.0,4.19,49.0,22.0,63.1
38.0,795.0,32.0,-1.6,4.04,14.0,20.4,57.3
17.3,2444.0,63.0,3.1,6.34,31.0,23.9,78.8
18.4,2629.0,59.0,3.9,7.31,41.0,25.9,68.2
87.8,2175.0,42.0,-1.6,28.77,49.0,36.1,67.5
60.8,1680.0,68.0,2.3,15.35,54.0,31.4,68.6
82.4,1850.0,73.0,-0.8,22.42,60.0,34.5,66.3
21.6,1985.0,76.0,-6.2,11.256157120272407,62.0,23.5,67.8
92.5,1723.0,80.0,-2.3,23.55,67.0,35.3,63.5
61.6,1524.0,60.0,6.2,15.02,59.0,32.2,72.2
53.3,1617.0,20.0,0.8,11.68,56.0,29.4,68.6
38.0,882.0,32.0,-2.3,4.23,31.0,20.0,64.3
69.4,1715.0,62.0,-6.2,17.23,41.0,32.5,67.5
85.5,1500.0,65.0,-3.9,22.23,49.0,35.3,64.3
59.2,1668.0,68.0,-3.1,14.6,54.0,31.0,68.6
47.8,1897.0,19.0,0.0,6.53,53.0,23.9,70.2
28.2,1743.0,23.0,-0.8,11.81,48.0,29.8,63.1
34.9,824.0,32.0,3.9,3.98,37.0,20.0,58.4
81.2,2079.0,31.0,5.5,9.23,41.0,25.9,67.1
37.3,792.0,33.0,-2.3,4.23,34.0,20.4,61.2
51.0,955.0,90.0,3.1,10.68,42.0,30.2,54.9
38.0,1918.0,65.0,-1.6,13.95,59.0,31.0,74.5
84.3,2025.0,22.0,-4.7,24.69,57.0,27.8,66.7
100.0,1960.0,19.0,-5.5,33.61,56.0,65.1,59.6
51.8,1793.0,26.0,3.9,12.91,48.0,30.6,71.8
100.0,1618.0,47.0,5.5,23.26,50.0,35.3,67.1
54.1,1647.0,21.0,0.0,5.65,41.0,22.0,68.6
74.1,2120.0,56.0,1.6,23.75,48.0,34.5,67.8
19.6,1799.0,19.0,-5.5,4.78,47.0,22.0,63.8636053593179
18.0,1532.0,27.0,0.0,4.11,45.0,21.6,62.4
18.4,1477.0,20.0,2.3,3.95,44.0,21.2,62.7
19.2,1475.0,51.0,12.5,3.88,48.0,21.6,63.1
97.3,1683.0,52.0,0.8,24.59,57.0,35.7,62.4
18.4,1856.0,18.0,3.9,6.57,54.0,27.8,63.1
39.2,1747.0,46.0,-0.8,10.16,52.0,28.6,72.5
88.2,1777.0,18.0,-2.3,22.27,49.0,32.2,64.7
66.3,1558.0,48.0,5.5,15.02,47.0,31.4,69.8
15.7,1532.0,20.0,0.0,3.98,43.0,21.2,75.7
28.6,1453.0,47.0,-1.6,9.83,47.0,28.2,61.2
17.6,1524.0,20.0,0.0,4.1,43.0,21.2,67.1
18.4,1549.0,22.0,0.0,4.31,36.0,22.4,74.9
34.5,916.0,76.0,-2.3,4.21,22.0,19.2,52.2
100.0,1303.0,72.0,0.8,22.5,38.0,46.7,51.0
32.5,838.0,58.0,-6.2,3.72,39.0,20.0,59.6
20.4,1833.0,61.0,7.0,5.59,42.0,23.5,68.6
22.4,1880.0,48.0,-0.8,5.05,47.0,22.7,56.5
61.2,1818.0,21.0,-3.9,16.21,53.0,31.8,68.6
17.6,1676.0,75.0,1.6,4.32,49.0,22.0,63.1
78.0,1669.0,51.0,3.1,18.18,53.0,32.5,65.9
40.4,882.0,34.0,-2.3,4.45,23.0,20.4,64.3
38.0,796.0,31.0,0.0,4.05,9.0,20.0,56.9
38.4,787.0,34.0,-1.6,4.23,0.0,20.8,57.3
68.6,1449.0,46.0,1.6,13.23,18.0,30.2,58.0
93.3,1921.0,81.0,-7.0,26.56,32.0,36.1,64.3
100.0,1730.0,90.0,-3.1,32.07,47.0,41.2,58.4
19.6,1863.0,67.0,5.5,13.01,51.0,34.1,62.7
70.2,1979.0,54.0,-3.9,20.64,62.0,33.3,67.8
63.5,2083.0,19.0,2.3,19.9,64.0,32.9,68.6
74.5,2111.0,77.0,5.5,23.3,66.0,34.5,68.2
98.8,2229.0,54.0,-6.2,32.75,65.0,37.6,65.1
64.3,2143.0,62.0,-3.9,20.72,64.0,33.3,69.0
77.3,2173.0,21.0,4.7,24.8,68.0,34.9,67.8
43.9,1432.0,18.0,8.6,15.5,66.0,32.5,66.7
96.9,1842.0,18.0,0.8,25.47,68.0,35.7,63.1
17.6,1822.0,75.0,3.9,4.87,67.0,22.4,63.5
94.5,1869.0,58.0,7.0,26.19,72.0,36.1,64.3
60.4,1988.0,52.0,3.1,16.67,76.0,31.8,67.8
61.2,2101.0,54.0,3.9,19.3,77.0,32.9,69.0
65.5,2115.0,42.0,-2.3,20.83,74.0,33.3,68.6
17.3,1950.0,29.0,0.0,5.23,65.0,22.7,65.5
56.5,1819.0,17.0,3.9,15.32,69.0,31.4,69.0
17.6,1868.0,19.0,0.0,4.85,64.0,23.1,63.5
22.0,956.0,36.0,10.2,3.66,56.0,21.2,61.2
31.8,800.0,34.0,4.7,3.87,45.0,20.0,62.7
34.9,863.0,32.0,3.1,3.92,29.0,19.6,54.5
40.8,788.0,31.0,-8.6,4.51,19.0,20.8,55.7
38.0,794.0,33.0,-0.8,4.13,4.0,20.4,58.0
36.5,779.0,36.0,0.0,4.41,0.0,21.2,59.6
40.4,794.0,34.0,-2.3,4.45,4.0,20.8,55.3
63.5,1226.0,31.0,-13.3,10.92,11.0,29.4,52.2
37.6,826.0,22.0,0.8,4.13,17.0,23.9,61.6
56.9,1612.0,72.0,3.1,13.71,33.67243525896414,31.0,68.6
24.7,2608.0,81.0,6.2,7.29,39.0,25.5,67.5
100.0,2075.0,36.0,0.8,32.03,50.0,38.0,62.7
82.0,1695.0,99.0,3.9,20.0,56.0,33.3,68.2
100.0,1955.0,69.0,1.6,30.63,61.0,37.6,60.0
91.8,2102.0,55.0,3.1,28.64,61.0,36.5,65.9
62.0,1692.0,17.0,8.6,16.39,65.0,32.2,69.0
18.0,1770.0,51.0,10.2,5.0,67.0,25.5,63.5
58.0,1837.0,67.0,6.2,15.69,69.0,31.4,68.6
91.0,1900.0,73.0,-3.1,25.49,72.0,35.7,65.5
82.0,2010.0,65.0,-3.9,24.43,76.0,34.9,67.1
22.0,961.0,33.0,11.7,3.05,37.0,20.0,60.4
85.5,1430.0,23.0,10.9,18.56,29.0,34.1,59.2
92.5,1582.0,82.0,6.2,26.92,44.0,36.9,62.0
100.0,2398.0,53.0,3.1,10.67,53.0,25.9,62.4
65.1,1863.0,19.0,-3.1,18.12,62.0,32.5,68.2
55.7,1889.0,50.0,3.9,14.9,67.0,31.4,68.6
64.3,1844.0,19.0,-7.0,16.02,66.0,31.8,67.5
36.1,774.0,35.0,0.0,4.2,41.0,20.4,64.7
34.5,798.0,32.0,-0.8,3.75,9.0,20.0,56.9
41.6,807.0,57.0,2.3,4.62,1.0,20.8,53.3
80.0,1565.0,44.0,-4.7,18.83,18.0,33.3,60.4
54.9,1773.0,32.0,-7.0,13.16,26.0,30.6,69.4
21.6,2182.0,79.0,7.0,5.59,34.0,22.7,74.1
96.9,1878.0,33.0,3.9,27.26,48.0,36.5,63.9
62.4,1663.0,41.0,-1.6,13.72,51.0,31.0,69.0
42.0,1724.0,20.0,-3.9,9.91,49.0,28.2,71.8
18.4,1220.0,28.0,8.6,3.7,39.0,18.8,74.5
38.4,805.0,35.0,-3.9,4.18,28.0,20.4,53.7
34.1,812.0,32.0,-2.3,3.77,21.0,19.6,57.6
31.4,793.0,33.0,0.8,3.87,24.0,20.0,59.6
85.9,1578.0,100.0,5.5,23.03,43.0,35.3,66.3
100.0,2345.0,21.0,-3.9,43.45,52.0,83.5,59.6
81.2,2037.0,81.0,0.8,24.55,65.0,34.9,67.1
43.9,1754.0,65.0,0.8,11.62,60.0,29.8,74.5
69.8,1549.0,46.0,3.1,15.85,58.0,31.8,66.7
17.3,1568.0,19.0,0.0,4.11,57.0,21.2,74.5
32.9,858.0,33.0,3.9,3.38,38.0,19.2,55.3
38.4,793.0,31.0,-3.9,4.33,17.0,20.4,57.3
31.8,803.0,34.0,0.0,3.68,0.0,20.0,60.0
46.7,867.0,28.0,-3.1,15.97,6.0,33.3,51.0
36.5,803.0,36.0,0.8,4.06,0.0,20.0,56.5
58.0,1708.0,41.0,2.3,16.09,18.0,32.2,61.6
62.7,1857.0,40.0,3.1,20.0,31.0,33.3,68.6
55.7,1780.0,73.0,4.7,13.26,39.0,31.0,73.7
74.9,2024.0,21.0,1.6,23.39,43.0,34.9,67.5
49.4,2114.0,35.0,0.0,15.29,40.0,31.4,71.0
61.6,1986.0,56.0,2.3,18.13,43.0,32.5,69.4
33.7,809.0,46.0,-1.6,4.81,39.0,21.6,67.8
57.6,1325.0,55.0,4.7,10.45,44.0,29.0,65.1
62.0,1510.0,52.0,-3.9,13.73,50.0,31.0,67.1
62.7,1727.0,19.0,-2.3,16.37,54.0,31.8,68.2
18.0,1775.0,18.0,0.0,4.83,49.0,22.4,63.1
21.6,927.0,33.0,10.2,3.99,28.0,20.8,60.4
36.9,791.0,32.0,1.6,4.21,17.0,20.0,58.0
79.2,1408.0,72.0,3.1,15.77,32.0,32.2,62.0
57.3,1872.0,66.0,-1.6,16.86,40.0,31.0,62.7
74.5,1483.0,51.0,-10.2,15.38,48.0,31.4,65.5
63.9,1611.0,19.0,0.8,14.45,47.0,25.5,67.8
55.3,1555.0,62.0,3.9,12.74,50.0,30.2,68.2
18.0,1625.0,20.0,0.0,10.15,45.0,29.0,71.4
19.2,1462.0,98.0,9.4,6.51,46.0,22.0,61.6
100.0,1631.0,69.0,6.2,25.89,55.0,37.3,55.3
19.2,1664.0,38.0,0.0,4.4,46.0,22.0,62.7
19.6,1515.0,59.0,10.2,3.56,47.0,21.6,65.5
64.7,1594.0,18.0,2.3,15.35,48.0,31.4,67.5
18.0,1558.0,20.0,0.0,4.02,43.0,21.6,62.7
69.4,1546.0,49.0,-3.9,15.06,49.0,31.4,68.2
